"dog","seizure","segment","channel","0_quantile","25_quantile","50_quantile","75_quantile","100_quantile","mean","sd","pacf_1","pacf_2","pacf_3","ar3_ar1","ar3_ar2","ar3_ar3","intercept","sigma2","aic"
"2","preictal","1","1","-104","-12","0","12","171","-0.212311170057473","17.872591823963","0.869405380450358","-0.425319072339436","0.302251777066535","1.36775528863709","-0.799915603057237","0.302274015883716","-0.0277651847055807","58.0377531951923","1654146.62860322"
"2","preictal","1","2","-115","-13","0","13","126","0.0807912714897025","19.737230067946","0.908739094699944","-0.534855491229356","0.29286693889143","1.55144087051204","-0.943366233432523","0.292875482489812","0.00813621667439179","44.2903909262807","1589331.65171082"
"2","preictal","1","3","-121","-12","0","12","110","-0.0150062978070285","18.1396352296351","0.863323205424684","-0.510446427425308","0.352562156119849","1.48399862110277","-0.970234572022507","0.352586752591617","-0.00195732001055087","54.2608058739526","1638012.40120797"
"2","preictal","1","4","-144","-12","0","11","160","-0.233064738119667","17.1718031659707","0.849234531963758","-0.477351889783115","0.344852035502917","1.41929725563931","-0.91009969078623","0.344894359109157","-0.0341248654878649","55.9237676819246","1645250.29243437"
"2","preictal","1","5","-126","-11","0","11","135","-0.072558244288181","16.6850572645563","0.887372033115652","-0.449962673042021","0.208991712290138","1.3806783909073","-0.718858381452945","0.209006241600006","-0.00940207280314307","45.1352286481301","1593862.1070538"
"2","preictal","1","6","-105","-9","0","9","86","0.0732130493898217","13.8267590721977","0.855175225098726","-0.490557401025838","0.225498146485817","1.38533810060942","-0.778040351783955","0.225516797090327","0.0121759182066293","37.0207836000487","1546344.42023409"
"2","preictal","1","7","-59","-7","0","8","102","0.323473720210539","10.9926750550559","0.825028561692318","-0.413159371970821","0.275846924469522","1.27988291981808","-0.734802687793466","0.275877660608198","0.0578468908545104","29.5641476282596","1492416.95272537"
"2","preictal","1","8","-100","-8","0","7","150","-0.159926761926211","11.3120787108723","0.837480530313227","-0.418788320758868","0.308048515807572","1.31722088986115","-0.784826875683923","0.308060636677369","-0.0255789732408919","28.5200221918029","1483795.92049155"
"2","preictal","1","9","-107","-8","1","10","74","0.495462242352961","13.6593237673451","0.864605721508889","-0.41872672933251","0.292411775175032","1.3491959819855","-0.777571405139834","0.292478491011173","0.0673909568069538","35.5175852551128","1536405.75011965"
"2","preictal","1","10","-120","-7","0","8","111","0.290087001493122","11.0817458340106","0.850645413316658","-0.399863901155059","0.255513717666225","1.29297070368532","-0.704150834026051","0.255527206479418","0.0450739483995256","26.6543766118919","1467575.02866949"
"2","preictal","1","11","-80","-9","0","9","67","0.00579731905274309","14.0778628977543","0.847915701157358","-0.489724253056141","0.333021452466516","1.42625254156968","-0.910392039576949","0.333015887574965","0.00068628739676319","37.6443251911139","1550349.17027781"
"2","preictal","1","12","-71","-9","0","8","57","-0.451415129751508","12.156602550407","0.858573065105365","-0.441965149401086","0.286395954838997","1.36461133080657","-0.796525613938155","0.286395649247671","-0.0657578661508598","28.693212147653","1485247.51434986"
"2","preictal","1","13","-210","-8","0","8","114","-0.0770960019352201","12.5857409539052","0.841003227965297","-0.445110253201584","0.224246555833636","1.31516613507487","-0.717659447209494","0.224248657366846","-0.013846490455142","35.3104475031307","1535003.34686493"
"2","preictal","1","14","-185","-8","0","9","93","0.304271664873251","12.5671510439951","0.805866236594201","-0.45850270244971","0.319376749648319","1.32181348261357","-0.833908159282923","0.319388932684814","0.0586102372791898","39.2669870050149","1560467.75654507"
"2","preictal","1","15","-151","-15","0","14","112","-0.381255057013922","22.1607678046235","0.722311685990891","-0.451027295018385","0.392121041174316","1.22493588981297","-0.861992203837954","0.392104856651553","-0.0930789986097063","158.324112706001","1894763.93269476"
"2","preictal","1","16","-94","-9","0","10","102","0.411759799137492","14.3590867999583","0.818834674584483","-0.453625714636243","0.400291947505159","1.37187928401203","-0.930140060613913","0.400338964504902","0.0651021070297","45.3101447574082","1594789.49530074"
"2","preictal","2","1","-101","-12","0","12","98","-0.228727175662938","17.892424374894","0.874082918115953","-0.433613526870985","0.296505594515254","1.38167130873454","-0.805168422592519","0.296513796960447","-0.0291038313816288","55.9459831826207","1645345.51963866"
"2","preictal","2","2","-121","-13","0","14","130","-0.00583485565092636","20.385186457364","0.913273240691412","-0.540979298510186","0.283975345685517","1.5609622428162","-0.940608597541506","0.283958920310185","-0.000414875991624327","44.838244688858","1592279.26464605"
"2","preictal","2","3","-111","-12","0","12","82","-0.0327235721495124","18.1927997515628","0.86519353911947","-0.521955770735646","0.346940836828825","1.49793238054982","-0.978893820101425","0.346990069200637","-0.00438138701015056","53.2564744573242","1633532.9067494"
"2","preictal","2","4","-93","-11","0","11","91","-0.220452441130102","17.0197698278223","0.854687636866725","-0.488908752965017","0.344375492283028","1.4409891316461","-0.927232571997024","0.344404837323091","-0.0312549594922386","52.3551754813221","1629440.43973674"
"2","preictal","2","5","-112","-11","0","11","100","-0.0824971013404736","16.9206277591904","0.898547969192252","-0.460824033946964","0.206757594208837","1.40808354554117","-0.732465823536511","0.206847354279143","-0.00977433755360489","41.5684468317987","1574124.16838305"
"2","preictal","2","6","-120","-9","0","9","96","0.0895539817989206","14.1435551478218","0.871804885846326","-0.492327948904449","0.221367875172933","1.40998537398155","-0.780310270612429","0.221367060538213","0.0133240714867925","34.5840993387909","1530019.84324475"
"2","preictal","2","7","-73","-7","0","8","80","0.319795133588582","11.1641011579682","0.846735009808808","-0.435305816874185","0.272439528658837","1.33392140682435","-0.766416614108878","0.272464786188113","0.0510689352098896","26.4689811522428","1465901.50086118"
"2","preictal","2","8","-67","-8","0","7","77","-0.0720285611804843","11.4626824672399","0.857357958761664","-0.448959104861288","0.304075474120316","1.37879027633022","-0.826668642096905","0.3040452632227","-0.0104000248246744","25.2237416245692","1454347.69380442"
"2","preictal","2","9","-101","-9","1","10","83","0.497626852848194","14.837825818145","0.883813447460742","-0.431609682637047","0.287595238365807","1.38940552901142","-0.795482023785495","0.287583094526188","0.0589110036081653","35.9676744708635","1539425.04437368"
"2","preictal","2","10","-64","-7","0","8","62","0.321050524261155","11.1142622895765","0.872106326918729","-0.40055358531849","0.251278573543412","1.32210090674365","-0.707502137003994","0.251290562759093","0.0430509859080352","23.2626557428064","1434941.90603537"
"2","preictal","2","11","-72","-9","0","9","76","-0.0148394684817697","13.790167821734","0.865508609931245","-0.467807935963546","0.330279765378921","1.42490050740606","-0.887360880584668","0.330252988083003","-0.00197385258324939","33.2050162150037","1520263.02995862"
"2","preictal","2","12","-65","-8","0","8","61","-0.396194623090847","11.9996082711512","0.865026629795233","-0.45786334373468","0.283276145695942","1.39075969688583","-0.815035289041521","0.283250367194186","-0.0558750356829965","26.3485442772002","1464808.04873161"
"2","preictal","2","13","-106","-8","0","8","88","-0.113923575486099","12.6481559100193","0.850961984207062","-0.456218501282159","0.230593851842809","1.34439897987499","-0.741965624385325","0.23058716306894","-0.0190571355645114","33.0881194535618","1519417.45529479"
"2","preictal","2","14","-93","-8","0","9","64","0.268695311261814","12.443028566706","0.827534625033034","-0.451231688959029","0.316147373242696","1.34361644199204","-0.830918165318734","0.316143352061796","0.0459101911129192","34.9787601255575","1532740.46899885"
"2","preictal","2","15","-121","-14","0","14","103","-0.35173877864251","21.7578622939339","0.758074170026876","-0.459481001163913","0.401260859937938","1.29077253096098","-0.903442222045129","0.401259756437106","-0.0741701517899854","133.263442130401","1853448.33284395"
"2","preictal","2","16","-82","-9","0","10","74","0.42057672897742","14.0730936029962","0.828182637519485","-0.475591380245929","0.393816384372172","1.40936367990661","-0.956871991019248","0.393827502373525","0.0647430825742383","40.6715235417077","1568894.10237946"
"2","preictal","3","1","-99","-12","0","12","98","-0.209091364079978","17.618241635169","0.869174079408072","-0.424308350303794","0.295981325480865","1.3635972909144","-0.790782723427462","0.296005526925825","-0.0274616212809867","56.785454315377","1648916.49080059"
"2","preictal","3","2","-117","-13","0","14","95","0.130272849361461","20.0529965295044","0.910937764279129","-0.527094652309836","0.299173793577927","1.54884834448935","-0.943387748747952","0.299225191756437","0.0122494559606549","44.9943927387341","1593112.79312978"
"2","preictal","3","3","-88","-12","0","12","80","-0.0846116630381288","18.1136174281752","0.861411052578191","-0.517735505472665","0.34863179374353","1.48793917280986","-0.973612031240616","0.348671081117866","-0.0116227027112662","54.4208380107946","1638718.50560026"
"2","preictal","3","4","-90","-11","0","11","76","-0.213132804484372","17.1739109484273","0.852127864272794","-0.482799414581683","0.345963520376741","1.43057716351539","-0.919977921174577","0.34600758941974","-0.0305031988645983","54.5341204275495","1639217.08376709"
"2","preictal","3","5","-111","-11","0","11","116","-0.126389896816062","16.6780062901732","0.895856236583656","-0.446203502806041","0.202853467927332","1.38619738516434","-0.709160013061362","0.202916163241641","-0.015177857344775","42.1701596467583","1577569.95674685"
"2","preictal","3","6","-96","-9","0","9","96","0.0888199327677819","13.5734342940797","0.865106814561025","-0.481441293477808","0.216389694489869","1.3858148346739","-0.758805167682605","0.216402218785853","0.013971327092818","33.9399999254304","1525512.29947458"
"2","preictal","3","7","-65","-7","0","8","60","0.330697429994244","10.8642818190207","0.838045830067916","-0.430518665564306","0.268695910387887","1.31456303781538","-0.752710736641725","0.268722824868342","0.0561456065326095","26.5551101448534","1466680.42310952"
"2","preictal","3","8","-64","-8","0","7","87","-0.116021454251228","11.344827054267","0.854498939973559","-0.445571736577592","0.299554850657386","1.36872005452176","-0.8156084682894","0.299562656174799","-0.0169920708556506","25.3363083618482","1455415.32411461"
"2","preictal","3","9","-96","-9","0","9","82","-0.496104535255207","14.0232733826934","0.87117822372044","-0.413049238737938","0.288995268020606","1.35038572965711","-0.768812133170758","0.2890010281456","-0.0643046702109974","36.0314676040185","1539849.92244655"
"2","preictal","3","10","-62","-7","0","8","53","0.327915550995554","10.8515109909805","0.864275445923055","-0.391358266223875","0.248725188663463","1.29987547058661","-0.690475582409747","0.248731071667297","0.0463592492254798","23.6697615337689","1439101.61401655"
"2","preictal","3","11","-71","-9","0","9","62","-0.0395135256875453","13.5636996438171","0.859333934347929","-0.464593714710715","0.324768746905048","1.40950679054241","-0.873405846871233","0.32480419808334","-0.00561969834930233","33.749577496622","1524163.2898856"
"2","preictal","3","12","-60","-9","0","8","67","-0.480489310410984","12.1767734119982","0.86580812906476","-0.443510991828844","0.291977832281013","1.37935047533603","-0.808504082814374","0.292017848554461","-0.0659074616823736","27.2784707154788","1473124.27124683"
"2","preictal","3","13","-88","-8","0","8","71","-0.135878314690156","12.2446740548736","0.841691517235335","-0.442257237403399","0.229033112930033","1.31521228336505","-0.720293603823091","0.22903536555083","-0.0237268784531142","33.3191561250638","1521085.79544573"
"2","preictal","3","14","-79","-8","0","9","71","0.286700366190369","12.4316500013978","0.822324702445634","-0.442986108578564","0.317464030590188","1.32721815085479","-0.819693614516734","0.317470254205019","0.0504356586990983","36.1650612261265","1540737.25721115"
"2","preictal","3","15","-119","-14","0","14","130","-0.35639331681723","21.5655807256816","0.747827158619604","-0.446190990548484","0.400049084201607","1.26002583209681","-0.878869727582119","0.400052261055633","-0.0779082649419483","137.899100098302","1861646.96866146"
"2","preictal","3","16","-115","-9","1","10","80","0.452349373972957","14.2369149253573","0.826621377653319","-0.461825113069073","0.402352826863981","1.39423298451376","-0.948061282348177","0.402364218858581","0.0685185664263147","42.3233608201071","1578439.43105873"
"2","preictal","4","1","-111","-12","0","12","122","-0.179908744359083","18.117633662752","0.877966877262226","-0.420999754481565","0.301218640893974","1.37444172899971","-0.796863126441763","0.301256466708584","-0.0218873450824311","56.2753962581262","1646753.13524107"
"2","preictal","4","2","-150","-14","0","14","126","0.139911413628288","21.3237601903812","0.920323256447898","-0.517471853506876","0.302918446759447","1.55336382995787","-0.940595448821131","0.302953215527413","0.0116588354562415","46.264368345924","1599786.48947345"
"2","preictal","4","3","-100","-12","0","12","98","-0.0547200186848844","18.9216424568284","0.872028109059986","-0.507207651237258","0.355277224516297","1.49457560169144","-0.974236367313633","0.355322310726993","-0.00678373957514508","55.6611234348304","1644121.58627687"
"2","preictal","4","4","-157","-12","0","12","160","-0.243787693000676","17.9584472917824","0.859526763845843","-0.471685004473605","0.353819902586003","1.43184680710043","-0.919276401381061","0.353851730321563","-0.0324684872707398","57.2999339359763","1651079.0036134"
"2","preictal","4","5","-137","-11","0","11","114","-0.12902162942202","17.3057321285888","0.901546328109415","-0.438672329054811","0.217221795176831","1.39230695262838","-0.720399357188429","0.217221982630044","-0.0142755964361661","43.1428623539783","1583037.61311496"
"2","preictal","4","6","-96","-9","0","9","88","0.0334576211806511","14.3540834688451","0.875494136973762","-0.469723152583946","0.235721937858346","1.39746448951097","-0.773051084645929","0.235736353064829","0.00472487577450445","35.4130641057039","1535699.1265014"
"2","preictal","4","7","-73","-7","0","8","82","0.363112367892028","11.6150948233949","0.853217911243265","-0.406452239417648","0.277009914930174","1.31257629516706","-0.738851883880932","0.277025723636361","0.0542994326137813","28.2849167969801","1481811.21271884"
"2","preictal","4","8","-159","-8","0","8","106","-0.132183045135674","12.2742192539297","0.868085670837419","-0.426193535360595","0.31282821216044","1.37135907773704","-0.813488434520328","0.312843711987116","-0.0168858133203234","27.4083574109013","1474263.20992882"
"2","preictal","4","9","-105","-10","0","9","101","-0.4786625292994","14.644225094687","0.87984435799434","-0.407832205477252","0.288202960081319","1.35621287005774","-0.764818835711427","0.288200696106415","-0.0575703091416837","37.0285036213321","1546394.4139261"
"2","preictal","4","10","-139","-7","0","8","93","0.2748429718976","11.7951708021735","0.876248997354741","-0.380020683177976","0.2659300016685","1.31030015039294","-0.70159623713088","0.265942223622736","0.0344386310684788","25.682285044014","1458667.26468261"
"2","preictal","4","11","-91","-10","0","10","82","-0.106674841303604","14.6996677161794","0.871401311425322","-0.457012975009276","0.340011858623555","1.42508529780454","-0.888798029187467","0.340081706537148","-0.0130450384764039","36.3784756431688","1542147.98712435"
"2","preictal","4","12","-87","-9","0","8","63","-0.465825012720736","12.7439219570978","0.873746336708973","-0.434667888335178","0.299776894129629","1.38385849905373","-0.810477742075012","0.299790276946169","-0.0590869778677687","28.3610321755526","1482455.56209152"
"2","preictal","4","13","-82","-8","0","8","66","-0.0699640482804067","12.6543016764649","0.849426978869322","-0.435794840849035","0.236237747842444","1.32256386224947","-0.723928172269083","0.236251928407276","-0.0116071415845864","34.1074088651169","1526692.03735224"
"2","preictal","4","14","-99","-8","0","9","91","0.241693984968678","13.0222762760318","0.829478670448809","-0.438325106644804","0.329945616456213","1.33768302425016","-0.83198956452207","0.329953895201212","0.0395056401951256","38.0854796814291","1553142.65546388"
"2","preictal","4","15","-130","-15","0","14","138","-0.351079802807738","22.5535137216299","0.752381448967711","-0.423464718657911","0.402300776863341","1.24134208417283","-0.854336223869975","0.402325063456819","-0.0742174331702817","151.823642688786","1884711.82074315"
"2","preictal","4","16","-177","-9","1","10","94","0.475538650183929","14.9921376087117","0.840824631883753","-0.442935347572035","0.411158816904058","1.39542833360486","-0.941864195662046","0.411208302072077","0.0642996680811696","43.985143161973","1587673.47251271"
"2","preictal","5","1","-85","-12","0","12","81","-0.185443307224544","17.578600191074","0.867406434826685","-0.407379609497024","0.310230568305994","1.3471667616281","-0.786121064716066","0.310242520361773","-0.0237936836381968","57.6706830725477","1652625.36994461"
"2","preictal","5","2","-116","-13","0","14","90","0.237214617585479","20.1513655867017","0.911817392263408","-0.509096730351945","0.312956302409608","1.53530848138341","-0.939665004491956","0.312940516855526","0.0217517108909029","45.7483463769102","1597097.16939578"
