"dog","seizure","segment","channel","0_quantile","25_quantile","50_quantile","75_quantile","100_quantile","mean","sd","pacf_1","pacf_2","pacf_3","pacf_4","pacf_5","pacf_6","pacf_7","ar6_mu","ar6_ar1","ar6_ar2","ar6_ar3","ar6_ar4","ar6_ar5","ar6_ar6","ar6_sigma2","ar6_aic","ar7_mu","ar7_ar1","ar7_ar2","ar7_ar3","ar7_ar4","ar7_ar5","ar7_ar6","ar7_ar7","ar7_sigma2","ar7_aic"
"2","preictal","1","1","-104","-12","0","12","171","17.872591823963","-0.212311170057473","0.869405380450358","-0.425319072339436","0.302251777066535","-0.0212165159008864","0.0594409895752912","0.0314627914926391","0.0188753999703325","-0.212311170057473","1.3735680828065","-0.833335562568043","0.3678954651793","-0.0765701718987935","0.0161495003231652","0.0314817936534627","57.7484567911674","972528.688058185","-0.212311170057473","1.37297398687729","-0.833640365706813","0.369340639483265","-0.0835137713233506","0.0318777048905009","0.0055573850017981","0.0188737872100483","57.7278868041996","972445.265993311"
"2","preictal","1","2","-115","-13","0","13","126","19.737230067946","0.0807912714897025","0.908739094699944","-0.534855491229356","0.29286693889143","-0.0362947048900147","0.0345381883912663","0.0310956824352522","0.023234096995639","0.0807912714897025","1.56224749464998","-0.986873297458908","0.371077126765437","-0.0594967663411775","-0.0140733145829006","0.0310986847063716","44.1359867011718","908074.957327767","0.0807912714897025","1.5615250490224","-0.986546351450761","0.372459087348966","-0.0681164027041171","0.00885061046102086","-0.00519050648741502","0.0232288250705733","44.112172493834","907947.553527937"
"2","preictal","1","3","-121","-12","0","12","110","18.1396352296351","-0.0150062978070285","0.863323205424684","-0.510446427425308","0.352562156119849","-0.0529270963752265","0.0636788513235737","0.0452187252829482","0.037825685619399","-0.0150062978070285","1.50313762679159","-1.04230349751104","0.473748551844844","-0.101197228442888","-0.00440580317085981","0.0452093701988335","53.7786309948023","955452.77894549","-0.0150062978070285","1.50142690758665","-1.04213678397813","0.477577880896553","-0.119124192482503","0.0350356641528893","-0.0116702858462346","0.0378405824720268","53.7016269302336","955111.21934023"
"2","preictal","1","4","-144","-12","0","11","160","17.1718031659707","-0.233064738119667","0.849234531963758","-0.477351889783115","0.344852035502917","-0.00636263862741324","0.075836550979813","0.058303596428115","0.0527811800017879","-0.233064738119667","1.41756407578607","-0.936111089259974","0.398771339295111","-0.0592957944560613","-0.00700084196912974","0.0582745654885748","55.4100070884486","962617.356206533","-0.233064738119667","1.41448648758167","-0.935741490005996","0.401903099493252","-0.0803567081812005","0.0424392372443933","-0.016593093193289","0.052814276157792","55.2554389221515","961949.648967017"
"2","preictal","1","5","-126","-11","0","11","135","16.6850572645563","-0.072558244288181","0.887372033115652","-0.449962673042021","0.208991712290138","-0.0232277364590747","0.0186832685367115","0.0384828244974306","0.0175741994717482","-0.072558244288181","1.38525995657366","-0.738172066721946","0.24499841817569","-0.0206344975549552","-0.0346539089157458","0.0384837158589148","45.0278226213974","912870.600952551","-0.072558244288181","1.38458358197159","-0.737563009009411","0.245361066341854","-0.0249402871110186","-0.0216807049129046","0.0141380546680483","0.0175748224376542","45.0139146332867","912798.534278333"
"2","preictal","1","6","-105","-9","0","9","86","13.8267590721977","0.0732130493898217","0.855175225098726","-0.490557401025838","0.225498146485817","-0.0301627793675726","0.0230602718775282","0.0307349496684125","0.0251962043028208","0.0732130493898217","1.39210129636853","-0.805726972106031","0.276992091723751","-0.0374417294370919","-0.0197509809095466","0.0307352921066844","36.9320950614759","865349.133629881","0.0732130493898217","1.39132684991932","-0.80522930450712","0.277935476774442","-0.0444210400839847","0.000550834271290029","-0.00434136986629046","0.0251969255121214","36.9086470488231","865198.865350512"
"2","preictal","1","7","-59","-7","0","8","102","10.9926750550559","0.323473720210539","0.825028561692318","-0.413159371970821","0.275846924469522","-0.032855640969512","0.0597039915077946","0.0405030413707171","0.0277521867532812","0.323473720210539","1.28850643700207","-0.773508454218645","0.348571596830791","-0.0783510682440203","0.00744881451336686","0.040484077562584","29.3784320219163","810486.663241768","0.323473720210539","1.28738215456608","-0.773714832930535","0.350745699201882","-0.0880239033033755","0.0289132679869539","0.00472860562401688","0.0277498350832263","29.355809423811","810303.964440509"
"2","preictal","1","8","-100","-8","0","7","150","11.3120787108723","-0.159926761926211","0.837480530313227","-0.418788320758868","0.308048515807572","-0.00851673246823428","0.0466851772257055","0.0737460238879217","0.0387753812466357","-0.159926761926211","1.31680231169833","-0.801258166483661","0.329984532694974","-0.0106927275086953","-0.050652610370199","0.0737343212632023","28.3012834198137","801530.214308831","-0.159926761926211","1.31394241680522","-0.799293554499651","0.330399344287593","-0.0234917945651751","-0.0195745688341752","0.0226600949910557","0.0387866063718848","28.2587042796389","801171.248958304"
"2","preictal","1","9","-107","-8","1","10","74","13.6593237673451","0.495462242352961","0.864605721508889","-0.41872672933251","0.292411775175032","-0.0285536979286524","0.0411889493886832","0.0244842444406373","0.00939781085565481","0.495462242352961","1.35770607954621","-0.811350883389666","0.355101969591529","-0.0646260023462093","0.00791105449926505","0.0245119859113571","35.4065977587097","855239.372126663","0.495462242352961","1.35747748044099","-0.81142454702823","0.35570436560586","-0.0679361616549879","0.0154742505583556","0.0118558403347099","0.0093216887483944","35.4035272345778","855220.537729282"
"2","preictal","1","10","-120","-7","0","8","111","11.0817458340106","0.290087001493122","0.850645413316658","-0.399863901155059","0.255513717666225","-0.0124166984167994","0.0966265207307386","0.0604291842693142","0.0463585374804037","0.290087001493122","1.29148777836368","-0.730785026646249","0.319869642707049","-0.0929857030928934","0.0182234892828331","0.0604340874248393","26.3049113112883","783990.382032771","0.290087001493122","1.28868581217156","-0.731629901897515","0.324180784441083","-0.107816262010197","0.0521060407712367","0.000554778575971908","0.0463646095547594","26.2483618221128","783476.421753978"
